:START_ID(Post)|:END_ID(Tag)
687195208098|1759
687195208098|3098
687195208098|11872
687195208098|12030
687195208098|14521
687195208104|1154
687195208104|1396
687195208104|1614
687195208104|2862
687195208104|5099
687195208104|5320
687195208104|8228
687195208104|9048
687195208104|9263
687195208104|11378
206158870962|561
206158870962|11823
274878347716|993
274878347716|1186
274878347716|2991
274878347716|3084
274878347716|7032
274878347716|9142
274878347716|10614
274878347716|11352
274878347716|11537
274878347716|11738
206158870995|561
206158870995|1193
206158870995|12116
206158871005|561
206158871005|1771
206158871005|9083
206158871005|11555
206158871025|561
206158871025|1186
206158871025|2024
206158871025|2066
206158871025|2942
274878347776|993
274878347776|1181
274878347776|1452
274878347776|1615
274878347776|2847
274878347776|6361
274878347776|8505
274878347776|12543
412317301263|1757
412317301263|2958
412317301263|7025
412317301263|7218
412317301263|13497
206158871065|561
206158871065|3025
206158871065|5168
206158871065|12158
274878347808|993
274878347808|1771
274878347808|2080
274878347808|2815
274878347808|6981
274878347808|9119
206158871078|561
206158871078|1198
206158871078|5191
206158871078|6962
206158871078|9038
206158871078|11649
206158871335|141
206158871335|7001
1030792592185|141
481036778314|141
687195208534|141
687195208534|7509
687195208534|7604
412317301599|141
412317301599|7509
274878348141|141
274878348141|1952
549756255097|1410
549756255097|5089
549756255097|5091
549756255112|1410
549756255112|1767
549756255112|2998
549756255112|6862
549756255112|8609
549756255112|9083
549756255112|11250
687195208591|776
687195208591|1524
687195208591|2814
687195208591|5130
687195208591|6157
687195208591|9695
687195208591|12560
687195208591|12693
412317301661|1027
412317301661|1453
412317301661|2094
412317301661|5075
412317301661|5086
893353638833|1541
893353638833|2023
893353638833|6439
893353638833|6981
893353638833|10228
893353638833|11547
549756255169|795
549756255169|1612
549756255169|7017
549756255169|10038
549756255169|10680
549756255169|11257
549756255169|13502
687195208646|140
687195208646|1524
687195208646|9054
687195208646|11376
687195208665|1524
687195208665|1749
687195208665|5987
687195208665|8530
687195208665|9767
687195208665|11743
687195208665|14628
687195208670|1170
687195208670|1524
687195208670|9138
687195208681|1524
687195208681|2013
687195208681|2015
687195208681|2092
687195208681|3091
687195208681|5105
687195208681|6520
687195208681|10512
687195208681|10883
962073115670|5158
1030792592438|5158
1030792592483|5158
962073115861|5158
1030792592601|5158
1099512069362|147
1099512069362|1197
1099512069362|1940
1099512069362|2078
962073115907|147
893353639203|147
1030792592688|147
1030792592688|583
1030792592688|2023
1030792592688|7380
343597825342|147
687195209035|1524
687195209035|2873
687195209035|5287
687195209035|6588
687195209053|1524
687195209053|2020
687195209053|2021
687195209053|5309
687195209053|6367
687195209053|11623
687195209053|11718
274878348652|571
274878348652|993
274878348652|11537
274878348652|12225
274878348652|13821
481036778878|1444
481036778878|2026
481036778878|2072
481036778878|7020
481036778878|9155
481036778878|9292
481036778878|12462
687195209104|1524
687195209104|2021
687195209104|5418
687195209104|7396
687195209104|10137
687195209104|14840
687195209121|1524
687195209121|1667
687195209121|2897
687195209121|5371
687195209121|9100
755914685877|262
755914685877|14339
687195209144|810
687195209144|1524
687195209144|1615
687195209144|1988
687195209144|7870
687195209144|11629
687195209148|1524
687195209148|5023
687195209148|6989
687195209148|7403
755914685896|262
755914685896|2046
755914685896|2109
755914685896|2805
755914685896|4991
755914685896|11389
274878348745|279
274878348745|993
274878348745|2806
274878348745|5156
274878348745|5517
274878348745|9090
274878348745|10326
274878348745|12082
274878348761|993
274878348761|1196
274878348761|2856
274878348761|2932
274878348761|3090
274878348761|7579
274878348761|10292
274878348761|11378
274878348761|12306
687195209186|1524
687195209186|2073
687195209186|2845
687195209186|3040
687195209186|5062
687195209186|5153
687195209186|9048
687195209186|9058
687195209186|14428
274878348777|993
274878348777|5592
274878348777|7526
687195209213|292
687195209213|1524
687195209213|2120
687195209213|12651
687195209213|13220
206158872323|284
412317302540|284
412317302540|7523
962073116437|284
962073116451|284
962073116451|1988
412317302579|284
343597825863|284
274878349129|284
137439395670|284
893353639775|284
962073116515|284
824634163058|284
687195209587|284
824634163061|284
824634163073|284
137439395717|284
549756256168|284
618475732925|284
618475732925|1988
618475732925|9317
206158872513|284
274878349275|284
343597826012|284
549756256225|284
549756256225|7523
687195209709|284
893353639937|284
412317302804|284
343597826080|284
1030792593447|284
1030792593457|284
1030792593460|284
824634163268|284
274878349390|284
481036779602|284
481036779602|1988
755914686561|1528
755914686561|9758
755914686561|10776
755914686561|11972
755914686561|12978
755914686561|14524
755914686574|144
755914686574|1528
755914686574|6041
755914686574|7695
755914686574|9092
755914686590|148
755914686590|1528
755914686590|2917
755914686590|2971
755914686590|7410
755914686590|9341
755914686590|9343
755914686590|9344
755914686597|1528
755914686597|2860
755914686597|9042
755914686597|9182
755914686609|1528
755914686609|2892
755914686609|5134
755914686609|5186
755914686609|5751
755914686609|9278
755914686609|11798
755914686610|1528
755914686610|2876
755914686610|3048
755914686627|1528
755914686627|4964
755914686627|5086
755914686627|6047
755914686627|9062
755914686627|11572
755914686636|1528
755914686636|2970
755914686636|5101
755914686636|6400
755914686636|8420
755914686636|8509
755914686639|196
755914686639|1528
755914686639|1761
755914686639|6355
481036779702|1756
481036779702|12004
824634163693|1450
1030792593907|1450
687195210246|1404
687195210246|2820
687195210246|7361
687195210246|7579
687195210528|138
687195210528|2797
687195210528|2799
687195210528|9058
481036780325|138
481036780325|596
481036780325|6350
481036780325|9209
549756257080|138
755914687297|138
755914687297|589
755914687297|2799
755914687297|2890
755914687297|6401
1030792594252|138
1030792594252|574
1030792594252|1504
1030792594252|4847
1030792594252|6401
1030792594252|6458
1030792594252|8399
1030792594252|10481
687195210576|138
687195210576|581
687195210576|5078
687195210576|5965
687195210576|8399
824634164060|138
824634164060|10422
962073117535|138
687195210609|138
687195210609|589
687195210609|11557
1030792594308|138
1030792594308|9188
1030792594308|9970
755914687396|138
755914687396|2861
343597827020|138
343597827020|2779
343597827020|2861
343597827020|7519
893353640921|138
893353640921|1865
893353640921|4847
893353640921|6458
412317303786|138
412317303786|1761
412317303786|6401
412317303786|12273
481036780534|138
481036780534|1990
481036780534|5706
481036780534|6363
481036780534|9058
481036780534|9188
481036780534|10481
1030792594426|138
1030792594426|5565
1030792594426|11557
1030792594426|12273
755914687491|138
755914687491|2824
412317303817|1930
412317303817|6039
412317303817|6375
343597827083|283
343597827083|1930
343597827083|5835
343597827083|8415
412317303826|1930
412317303826|7506
412317303826|9343
412317303826|12499
755914687526|1444
412317303866|1930
412317303866|5617
412317303866|5622
412317303866|6223
412317303866|8310
412317303866|13187
412317303866|14110
412317303887|1930
412317303887|7787
412317303887|9477
412317303887|11627
755914687569|1444
755914687569|2038
755914687569|2059
755914687569|3068
755914687569|5243
755914687569|7511
755914687584|1444
755914687584|2050
755914687584|10223
755914687584|11750
755914687584|12101
755914687584|12192
412317303910|1930
412317303910|7359
412317303931|1930
412317303931|6902
755914687621|1444
755914687621|3072
755914687621|3080
755914687621|6038
755914687621|9343
412317303962|1930
412317303962|7378
549756257449|446
549756257449|2819
549756257449|5151
549756257449|5198
549756257449|6832
549756257449|11076
549756257449|11761
549756257449|13352
412317303978|1930
412317303978|2841
412317303978|9025
412317303978|9563
412317303978|11434
412317303978|12901
412317303978|13903
755914687659|1444
755914687659|3079
755914687659|9036
412317303989|1930
412317303989|8076
412317303989|8409
412317303989|14561
412317304003|1930
412317304003|5946
412317304019|1930
412317304019|3055
412317304019|6479
412317304035|1682
412317304035|1930
412317304035|6421
412317304035|8530
412317304035|8967
412317304035|14501
412317304035|15472
755914687726|270
549756257524|60
549756257524|5170
549756257524|11326
481036780807|562
481036780807|1032
481036780807|1985
481036780807|5185
481036780807|5872
481036780807|6394
481036780826|562
481036780826|584
481036780826|1762
481036780826|5094
481036780826|9041
481036780826|9690
481036780831|562
481036780831|2837
481036780831|2846
481036780831|3042
481036780831|7606
481036780831|8510
481036780831|9142
481036780831|13767
481036780840|562
481036780840|5107
481036780840|9225
481036780840|14965
481036780840|15199
481036780842|562
481036780842|2792
481036780842|7577
481036780842|9353
481036780860|562
481036780860|2068
481036780860|9163
481036780860|15589
481036780875|562
481036780875|2889
481036780875|5101
481036780875|7018
481036780888|562
481036780888|582
481036780888|6112
481036780908|562
481036780908|1910
481036780908|6972
481036780908|7513
481036780908|7549
481036780908|8687
481036780908|11808
481036780919|562
481036780919|800
481036780919|5184
481036780919|8614
481036780919|11784
481036780920|562
481036780920|1170
481036780920|5188
481036780920|9076
481036780941|562
481036780941|2950
481036780941|5660
481036780941|6901
481036780941|13255
481036780947|283
481036780947|562
481036780947|5109
481036780964|562
481036780964|2090
481036780964|7339
481036780964|8987
481036780964|13491
481036780977|562
481036780977|3081
481036780977|8840
481036780977|11678
481036780977|11731
481036780982|562
481036780982|2090
481036780982|7696
481036780982|11588
481036780982|14708
481036780987|562
481036780987|7279
481036780987|8549
481036780987|9144
481036780987|11621
481036781000|562
481036781000|2021
481036781000|2026
481036781000|2062
481036781000|2797
481036781000|6568
481036781000|9143
481036781000|10646
481036781010|562
481036781010|2875
481036781010|2954
481036781010|7015
481036781010|7338
481036781010|10481
481036781010|10735
481036781031|562
481036781031|6962
481036781031|9449
481036781031|10224
481036781031|13399
481036781044|562
481036781044|2078
481036781044|2081
481036781044|11048
481036781044|13331
481036781064|562
481036781064|2081
481036781064|3053
481036781085|562
481036781085|9548
481036781085|10028
481036781085|11493
481036781085|12188
481036781085|12361
481036781085|12410
481036781092|562
481036781092|1032
481036781092|2779
481036781092|4930
481036781093|448
481036781093|562
481036781093|6978
481036781093|7858
481036781093|9031
481036781093|9159
549756258073|459
549756258073|780
549756258073|2119
549756258073|2917
549756258073|2936
412317304620|2070
412317304620|2206
412317304620|6435
412317304620|6862
412317304620|7516
412317304620|8219
412317304620|9099
412317304620|11604
412317304620|12162
687195211584|1404
687195211584|2879
687195211584|3030
687195211584|3074
687195211584|5080
687195211584|9657
687195211584|13217
687195211584|14457
687195211585|524
687195211585|1404
687195211585|2046
687195211585|2976
687195211585|11418
412317304644|1196
412317304644|2206
412317304644|6976
687195211601|1032
687195211601|1404
687195211601|3010
687195211601|6409
687195211601|11697
412317304665|2206
412317304665|3045
412317304665|7543
412317304665|8846
687195211617|468
687195211617|1404
687195211617|2905
687195211617|4961
687195211617|6361
687195211617|6945
687195211617|7567
687195211617|9116
687195211624|60
687195211624|2847
687195211624|6409
687195211624|12296
893353641849|60
549756258174|60
549756258174|5141
549756258191|60
549756258191|976
549756258191|13818
687195211668|60
687195211668|2814
824634165160|60
824634165160|1653
824634165160|2039
824634165160|2085
962073118644|60
618475734971|60
618475734971|2925
618475734971|5141
618475734971|6383
618475734971|13818
824634165185|60
824634165185|976
824634165185|2816
824634165200|60
824634165200|9261
549756258262|60
549756258262|1653
962073118689|60
962073118689|2034
755914688501|60
687195211774|60
687195211774|1200
618475735053|60
618475735053|4849
481036781598|60
481036781598|1200
481036781598|2039
481036781598|2816
481036781598|5078
481036781612|60
481036781612|3044
549756258368|60
549756258368|2847
549756258368|2878
755914688596|60
755914688596|2793
755914688596|4849
755914688596|5078
1030792595543|60
1030792595543|976
481036781675|60
481036781675|2056
481036781675|2085
481036781675|2878
824634165375|60
1030792595584|60
824634165383|60
824634165383|1653
824634165383|4849
824634165383|5141
687195211926|60
893353642152|60
893353642152|12296
755914688691|60
755914688691|1200
755914688691|1759
755914688691|7547
755914688691|9261
962073118904|60
962073118904|2047
962073118904|2778
962073118904|9261
1030792595672|60
1030792595672|1759
1030792595672|2878
1030792595672|2991
1030792595672|6383
618475735270|60
618475735270|976
618475735270|2039
618475735270|6383
755914688762|60
755914688762|2847
755914688762|2925
618475735309|60
481036781877|60
481036781877|1759
481036781877|2793
481036781877|2807
481036781877|2814
755914688839|60
755914688839|2056
755914688839|6383
893353642323|60
893353642323|2848
893353642323|2991
962073119073|60
962073119073|573
962073119073|2039
962073119073|2816
962073119073|2848
962073119073|12296
893353642356|60
893353642356|9261
549756258697|60
549756258697|7547
549756258697|13024
962073119132|60
962073119132|1653
962073119132|2056
962073119132|3044
962073119132|6383
893353642404|60
893353642413|60
893353642413|2001
962073119154|60
962073119154|2778
962073119154|13024
687195212238|60
687195212238|6409
824634165744|60
824634165744|976
824634165744|9261
893353642493|60
755914689043|60
755914689043|2807
755914689046|60
755914689046|573
962073119256|60
962073119256|2034
962073119256|2991
962073119261|60
962073119261|1653
962073119261|2039
962073119261|3044
962073119261|6409
1030792596008|0
1030792596008|2068
1030792596008|2845
1030792596008|7603
1030792596021|0
1030792596021|1986
1030792596021|3106
1030792596021|5085
1030792596021|9063
824634165822|0
824634165822|2839
755914689106|0
755914689106|3104
755914689123|0
755914689123|2876
824634165876|0
824634165876|2813
824634165876|2839
824634165876|3022
824634165876|6368
824634165876|11625
1030792596098|0
1030792596098|468
1030792596098|1985
1030792596098|2970
824634165907|0
824634165907|2785
824634165907|2876
824634165907|2921
824634165907|3045
1030792596123|0
1030792596123|1986
1030792596123|2788
1030792596123|2850
1030792596123|2970
1030792596123|5085
481036782239|0
481036782239|1545
481036782239|2839
481036782239|2895
687195212466|0
687195212466|6369
481036782276|0
481036782276|2813
481036782276|2837
481036782276|2861
1030792596178|0
1030792596178|1766
1030792596178|2786
1030792596178|2957
1030792596178|3106
1030792596178|9063
893353642710|0
893353642710|206
893353642710|2789
893353642710|2850
893353642710|5085
687195212517|0
687195212517|1986
687195212517|2780
687195212517|2895
687195212517|2970
687195212517|3042
549756259048|0
549756259048|2962
962073119470|0
962073119470|468
962073119470|2876
962073119470|3106
824634166022|0
824634166022|2072
824634166022|2780
549756259081|0
549756259081|2789
549756259081|3022
549756259081|12273
1030792596240|0
1030792596240|3042
1030792596240|6832
687195212577|1944
687195212577|3062
687195212577|3081
687195212577|6408
687195212577|11934
962073119540|297
962073119540|1541
962073119540|2068
962073119540|2820
962073119540|2880
962073119540|2946
962073119540|6355
962073119540|8728
687195212617|540
687195212617|2044
687195212617|2065
687195212617|2781
687195212617|5164
687195212617|6383
687195212617|9163
549756259154|518
549756259154|1193
549756259154|2049
549756259154|5129
549756259154|9276
549756259154|11258
893353642846|1541
893353642846|2813
893353642846|9334
962073119597|298
962073119597|1541
962073119597|5445
962073119597|7248
962073119597|9304
962073119597|11254
893353643059|1672
1099512073281|1672
824634166350|1672
1030792596563|1672
1030792596573|1672
687195212899|1672
962073119859|1862
962073119859|9195
962073119859|9502
962073119872|1862
962073119883|298
962073119883|1187
962073119883|1862
962073119892|1862
962073119892|11605
962073119892|13759
962073119899|1672
962073119899|1862
962073119899|9317
962073119899|11649
962073119899|12560
962073119910|1862
962073119910|8703
962073119910|9287
687195212986|59
687195212986|1671
687195212986|2984
687195212986|6395
962073119938|59
962073119938|2848
962073119938|7274
962073119938|7682
755914689734|59
755914689734|1200
755914689734|1671
755914689734|2792
755914689734|9170
687195213013|59
687195213013|1533
962073119975|59
962073119975|145
962073119975|2984
962073119975|3030
1030792596731|59
1030792596731|775
1030792596731|2778
1030792596731|6395
618475736322|59
618475736322|543
618475736322|544
618475736322|2091
618475736322|2789
618475736322|3030
618475736322|7274
618475736322|7682
962073120018|59
962073120018|1994
962073120026|59
962073120026|145
962073120026|1545
687195213103|59
687195213103|544
687195213103|571
687195213103|1994
687195213103|2984
687195213103|6962
962073120056|59
962073120056|2792
962073120056|2799
962073120056|2829
962073120073|59
962073120073|1410
618475736400|59
618475736400|543
618475736400|568
687195213149|1979
687195213149|2842
687195213149|9332
687195213149|10453
1030792596844|977
1030792596844|1167
1030792596844|5168
1030792596844|5192
1030792596844|7075
1030792596844|7221
549756259701|574
549756259701|1612
549756259701|5927
549756259701|6408
549756259701|9143
1030792596866|1167
1030792596866|2078
1030792596866|2777
1030792596866|3027
1030792596866|8448
1030792596866|11200
1030792596866|15020
1030792596866|15888
1030792596881|1167
1030792596881|1987
1030792596881|2002
1030792596881|5294
1030792596881|6819
687195213215|1675
687195213215|1979
687195213215|2012
687195213215|5132
687195213215|5381
687195213215|7512
687195213215|9238
687195213215|10749
687195213215|12046
1030792596904|1167
1030792596904|2045
1030792596904|13408
824634166705|127
824634166705|1454
824634166705|5122
824634166705|7857
687195213250|1979
687195213250|7550
687195213250|7730
687195213250|12146
687195213250|13082
687195213250|14663
549756259784|1612
549756259784|7505
687195213262|1979
687195213262|2008
687195213262|2790
687195213262|2792
687195213262|5074
687195213262|9144
687195213262|11165
755914690002|564
755914690002|2035
755914690002|2073
755914690002|6946
755914690002|7010
755914690002|9327
1030792596961|1167
1030792596961|1930
1030792596961|2102
1030792596961|9104
1030792596979|543
1030792596979|1167
1030792596979|2782
1030792596979|7579
1030792596979|8083
1030792596979|12126
1030792596988|1167
1030792596988|5100
1030792596988|9767
1030792596998|1167
1030792596998|1182
1030792596998|2061
1030792596998|2878
1030792596998|9071
755914690073|1201
755914690073|2039
755914690073|5067
1030792597038|1167
1030792597038|2819
1030792597038|9827
755914690102|1201
755914690102|2895
1030792597065|1167
1030792597065|9227
1030792597065|12000
1030792597066|1167
1030792597066|5084
1030792597066|7263
1030792597066|13874
824634166861|127
824634166861|6933
824634166861|6999
824634166861|7335
824634166861|7514
824634166861|8592
824634166861|10930
687195213407|277
687195213407|1979
687195213407|2018
687195213407|3062
755914690151|564
755914690151|783
755914690151|1454
755914690151|3114
755914690151|7354
687195213420|1979
687195213420|3099
687195213420|5145
687195213420|5734
687195213420|11936
824634166904|127
824634166904|9336
824634166904|9389
824634166904|14153
824634166918|60
687195213447|60
962073120554|273
1030792597306|273
893353643846|273
755914690383|273
962073120599|273
893353643871|273
962073120671|273
893353643971|273
962073120724|273
824634167258|273
893353644007|273
962073120750|273
824634167298|273
893353644049|273
962073120804|273
1030792597542|273
893353644090|273
824634167481|0
962073120955|0
962073120955|2837
962073120955|2868
962073120955|2870
893353644233|0
824634167515|0
824634167527|0
824634167527|416
824634167527|2929
824634167527|5159
1030792597778|0
1030792597939|2868
1030792597964|2868
1099512074801|2868
893353644616|2868
962073121357|1526
962073121357|9082
962073121357|9570
962073121357|15148
1030792598113|6131
1030792598129|6131
1030792598233|244
1030792598233|2959
1030792598233|6433
1030792598233|8679
1030792598233|9461
1030792598233|13517
1030792598264|6674
1030792598306|1937
1030792598306|2958
1030792598306|6405
1030792598306|11642
1030792598314|1937
1030792598314|2951
1030792598314|5057
1030792598314|6220
1030792598314|6418
1030792598314|7598
1030792598332|1937
1030792598332|2065
1030792598332|7960
1030792598352|62
1030792598352|1032
1030792598352|1937
1030792598352|2786
1030792598352|5147
1030792598352|7419
1030792598352|11573
1030792598622|449
893353645153|1181
893353645153|1541
893353645153|2916
893353645153|5669
893353645153|9147
893353645153|11331
1030792598726|458
1030792598804|1756
1030792598864|1756
962073122133|1756
1030792598914|1756
962073122262|1756
68719924856|63
687195215499|63
962073122450|63
412317308575|63
549756262065|63
824634169027|63
618475738821|63
481036785357|63
68719924967|63
824634169084|63
893353645841|63
343597831955|63
1030792599325|63
755914692384|63
962073122611|63
206158878534|63
549756262222|63
687195215706|63
448350|63
448356|63
206158878578|63
893353645942|63
824634169213|63
824634169231|63
481036785572|63
481036785581|63
549756262334|63
893353646040|63
893353646061|63
343597832178|63
481036785664|63
549756262413|63
481036785692|63
687195215915|63
1030792599604|63
1030792599632|63
481036785758|63
1030792599647|63
755914692718|63
137439402118|8
137439402118|1406
137439402118|5643
137439402118|8521
137439402118|9154
137439402118|12796
137439402131|1406
137439402131|1678
137439402131|6951
137439402131|11195
137439402143|582
137439402143|1406
137439402143|6437
137439402143|6915
137439402150|1406
137439402150|1992
137439402150|2088
137439402150|6946
137439402150|9184
137439402155|205
137439402155|1406
137439402155|9035
137439402155|10291
137439402155|14388
137439402159|1406
137439402159|2062
137439402159|2916
137439402159|9257
137439402159|13964
137439402175|1406
137439402175|1989
893353646651|1932
68719925821|1932
618475739729|1932
618475739729|3012
1030792600157|1932
549756263023|1932
824634169983|1932
618475739789|1932
1030792600214|1932
824634170021|1932
137439402677|1932
962073123513|1932
962073123530|1932
68719925979|1932
755914693352|1932
755914693352|3012
1030792600328|1932
412317309715|1932
137439402783|1932
137439402783|3012
68719926060|1932
412317309741|1932
893353646903|1932
893353646918|1932
206158879561|1932
343597833046|1932
343597833064|1932
343597833064|3012
137439402868|1932
962073123712|1932
962073123712|3012
687195216774|1932
1030792600464|1932
1030792600464|3012
618475740067|1932
68719926187|1932
755914693564|1932
449478|1932
618475740118|1932
618475740121|1932
824634170341|1932
824634170341|3062
449513|1932
68719926267|1932
274878356477|1932
893353647111|1932
1030792600603|1932
68719926318|1932
893353647160|1932
206158879821|1932
687195216981|1932
687195216986|1932
274878356587|1932
687195217023|1932
481036786826|1932
137439403152|1932
687195217057|1932
962073124013|1932
755914693824|1932
893353647302|1932
893353647304|1932
449750|1932
1030792600802|1932
137439403247|1932
343597833475|1932
412317310219|1932
687195217178|1932
137439403296|1932
687195217185|1932
206158880039|1932
481036786989|1932
412317310262|1932
137439403324|1932
755914693964|1932
137439403352|1932
755914693986|1932
687195217252|1932
412317310311|1932
449900|1932
274878356861|1932
1030792600974|1932
68719926690|1932
481036787115|1932
481036787119|1932
687195217336|1932
687195217336|9317
962073124298|1932
68719926750|1932
274878356961|1932
893353647588|1932
618475740655|1932
618475740672|1932
893353647625|1932
893353647625|3012
962073124375|1932
618475740704|1932
893353647662|1932
755914694207|1932
481036787271|1932
343597833819|1932
137439403623|1932
68719926904|1932
1030792601228|1932
687195217569|1932
618475740852|1932
824634171077|1932
1030792601291|1932
962073124574|1932
137439403752|1932
68719927018|1932
755914694384|1932
824634171125|1932
481036787449|1932
206158880531|1932
274878357274|1932
755914694440|1932
962073124659|1932
481036787523|1932
450373|1932
343597834066|1932
274878357348|1932
274878357348|3062
274878357348|9317
274878357364|1932
274878357371|1932
274878357371|9317
68719927165|1932
206158880653|1932
1099512078222|1932
68719927197|1932
893353648032|1932
893353648048|1932
893353648057|1932
824634171327|1932
824634171327|3062
412317310922|1932
824634171354|1932
1030792601568|1932
137439404017|563
137439404017|2989
137439404017|5009
137439404017|9267
137439404017|11577
137439404026|563
137439404026|6387
137439404026|7898
137439404026|9254
137439404038|563
137439404038|1152
137439404038|2065
137439404038|4982
137439404038|11797
137439404038|14364
137439404051|138
137439404051|563
137439404051|2890
137439404051|5577
137439404051|7565
137439404051|9330
137439404054|278
137439404054|563
137439404054|2019
137439404054|5955
137439404054|9339
137439404054|11990
137439404061|563
137439404061|9181
137439404061|12209
137439404071|563
137439404071|2874
137439404071|5084
137439404071|6360
137439404077|563
137439404077|5180
137439404077|6213
137439404077|10600
137439404077|11251
137439404077|11589
137439404089|289
137439404089|563
137439404101|563
137439404101|1204
137439404101|2027
137439404101|2965
137439404101|5916
137439404101|6131
137439404101|6560
137439404101|9127
137439404101|11426
137439404101|11723
137439404101|12231
137439404122|563
137439404122|571
137439404122|2998
137439404122|7577
137439404141|563
137439404141|584
137439404141|3098
137439404141|5826
137439404141|9220
137439404153|563
137439404153|1190
137439404153|2891
137439404153|3060
137439404153|3082
137439404153|6969
137439404153|7708
137439404153|9224
137439404153|11547
137439404153|11855
137439404153|15081
137439404156|563
137439404156|572
137439404156|1669
137439404156|2827
137439404156|5084
137439404156|5415
137439404156|6456
137439404156|10896
137439404156|13025
137439404175|563
137439404175|9084
137439404175|9157
137439404192|470
137439404192|563
137439404192|1952
137439404192|2928
137439404192|2963
137439404192|5075
137439404192|5859
137439404192|6383
137439404192|7414
137439404192|11339
137439404209|563
137439404221|563
137439404221|2956
137439404221|5108
137439404221|7559
137439404221|7569
137439404221|9295
137439404227|563
137439404227|579
137439404227|2905
137439404227|5075
137439404246|563
137439404246|2853
137439404246|7023
137439404246|9093
137439404246|12492
137439404246|14892
137439404261|563
137439404261|2877
137439404261|12165
137439404278|563
137439404278|6973
137439404278|8181
137439404278|9232
137439404278|13602
137439404297|563
137439404297|2956
137439404297|7509
137439404297|14517
137439404313|563
137439404313|2972
137439404332|563
137439404332|2973
137439404332|6074
137439404332|8019
137439404332|9058
137439404350|563
137439404350|11802
137439404350|14561
137439404352|563
137439404352|1767
137439404352|2906
137439404352|4871
137439404362|563
137439404362|11227
137439404362|12027
137439404362|14348
137439404373|563
137439404373|9058
137439404373|11557
137439404373|11728
137439404393|563
137439404393|2896
137439404393|5116
137439404393|8820
137439404393|8975
137439404398|563
137439404398|1911
137439404398|2838
137439404398|2892
137439404398|3027
137439404398|5782
137439404398|6364
137439404417|563
137439404417|568
137439404417|2087
137439404417|5084
137439404417|5114
137439404417|5356
137439404436|563
137439404436|1532
137439404436|2822
137439404436|5125
137439404436|7746
137439404456|563
137439404456|2120
137439404456|6797
137439404475|563
137439404475|2048
137439404475|9223
137439404475|11571
137439404475|11713
137439404493|563
137439404493|7110
137439404493|7603
137439404493|13348
137439404512|563
137439404512|9072
137439404512|9155
137439404512|9441
137439404512|11642
137439404512|12096
137439404523|563
137439404525|563
137439404525|2802
137439404525|5122
137439404525|6413
137439404525|9033
137439404525|11254
137439404525|11500
137439404531|563
137439404531|2883
137439404531|3101
137439404531|11289
137439404552|563
137439404552|3013
137439404552|6383
137439404552|6415
137439404552|9079
137439404552|9731
137439404552|14423
137439404569|563
137439404569|5076
137439404569|6429
137439404569|7598
137439404573|563
137439404573|2841
137439404573|2960
137439404573|5375
137439404583|563
137439404583|9052
137439404583|12641
137439404604|146
137439404604|563
137439404604|592
137439404604|2905
137439404604|5094
137439404604|7521
137439404604|12216
137439404618|563
137439404618|5418
137439404618|7138
137439404618|9287
137439404626|563
137439404626|1675
137439404626|6150
137439404626|12198
451164|1515
618475741789|1515
206158881376|1515
274878358126|1515
962073125497|1515
618475741834|1515
618475741834|1988
618475741850|1515
451227|1515
893353648807|1515
549756265144|1515
481036788425|1515
137439404755|1515
274878358230|1515
343597834985|1515
687195218668|1515
755914695419|1515
1030792602373|1515
824634172182|1515
1030792602405|1515
206158881576|1515
1030792602416|145
687195218748|145
687195218765|145
687195218765|13815
274878358374|145
412317311856|145
412317311856|802
412317311856|2001
206158881668|145
206158881668|13815
824634172304|145
824634172304|802
824634172304|1682
549756265368|145
549756265368|2001
755914695591|145
755914695591|2008
755914695591|2122
343597835194|145
343597835194|1548
343597835194|2012
343597835194|7549
343597835194|13862
755914695623|145
755914695623|468
755914695623|5091
755914695623|13862
755914695639|145
755914695639|468
206158881754|145
206158881754|1179
206158881754|7549
618475742188|145
687195218933|145
687195218933|806
687195218933|9144
755914695700|145
755914695700|802
755914695700|1863
755914695700|2012
755914695700|5167
755914695700|6945
755914695722|145
755914695722|806
755914695722|1682
618475742259|145
481036788800|145
274878358600|145
274878358600|806
893353649236|145
755914695779|145
755914695779|1176
824634172530|145
824634172530|2008
824634172530|7549
824634172542|145
824634172542|7543
893353649293|145
206158881943|145
206158881943|802
206158881943|805
206158881943|1176
206158881943|13862
137439405220|145
1030792602799|145
1030792602799|802
1030792602799|1863
1030792602799|9144
137439405241|145
137439405241|2122
137439405241|2797
137439405241|5167
137439405241|13815
206158881979|145
206158881979|806
206158881979|2797
206158881979|5091
618475742396|145
618475742396|1863
618475742396|13862
687195219140|580
687195219140|1963
687195219140|5057
687195219140|11548
687195219141|279
687195219141|1963
687195219141|5060
687195219141|5062
687195219141|7654
687195219141|9043
893353649353|1761
893353649353|7148
893353649353|14470
687195219151|1963
687195219151|2086
687195219151|6933
412317312215|2206
412317312215|3062
412317312215|9254
412317312215|12284
893353649376|1761
893353649376|7345
893353649376|7607
893353649376|10644
687195219181|1524
687195219181|5052
618475742449|140
618475742449|5440
618475742449|6413
206158882045|140
206158882045|2023
206158882045|3023
206158882045|3037
206158882045|12699
618475742478|140
618475742478|2818
618475742478|12699
618475742478|13161
618475742478|14595
412317312279|140
412317312279|2061
206158882072|140
206158882072|1940
206158882072|7621
824634172713|140
824634172713|782
824634172713|809
824634172713|2871
824634172713|5161
206158882096|140
