:START_ID(Person)|:END_ID(Organisation)|workFrom:INT
2199023256742|906|2005
2199023256742|909|2004
2199023257980|934|2009
2199023257980|935|2009
2199023257980|910|2009
2199023257980|926|2009
4398046511757|1316|2002
6597069766678|671|2006
6597069766944|597|2001
6597069766944|599|2001
6597069766944|604|2001
6597069766944|591|2002
6597069768504|963|2003
8796093023522|1568|2004
8796093023522|579|2005
8796093023522|568|2005
8796093023522|587|2005
8796093023866|1568|2006
8796093023866|1567|2007
10995116278142|206|2002
10995116280586|481|2011
10995116280586|468|2008
10995116280586|454|2012
10995116280586|473|2010
10995116280586|443|2011
15393162790221|430|2004
15393162792633|470|2006
15393162792633|458|2011
15393162792633|474|2005
15393162792633|442|2010
15393162792633|1322|2011
17592186044551|544|2005
17592186044551|546|2006
17592186044551|539|2005
17592186044551|543|2005
17592186048009|824|2009
17592186048009|827|2007
17592186048155|584|2002
17592186048155|574|2001
21990232555851|352|2010
21990232555851|353|2010
21990232555851|365|2010
21990232558064|916|2005
21990232558064|910|2005
28587302322760|273|2005
28587302322760|1029|2006
28587302322760|1095|2006
28587302322760|1055|2006
28587302325739|937|2011
28587302325739|907|2011
28587302325739|908|2011
28587302325739|926|2011
28587302325739|910|2011
28587302326003|182|2004
28587302326003|152|2004
28587302326003|141|2004
28587302326003|142|2004
30786325579063|442|2005
30786325580480|930|2004
30786325580480|916|2005
30786325580480|933|2004
30786325580480|905|2005
30786325580480|926|2004
30786325580833|809|2004
30786325580833|810|2004
30786325580833|812|2004
30786325580833|813|2005
30786325580839|919|2004
32985348834735|290|2000
32985348834735|275|1999
32985348834735|279|2000
32985348834735|267|2000
32985348834735|270|2000
32985348835311|480|2003
32985348835311|459|2003
454|482|2008
3587|368|2004
3587|358|2004
2199023256576|547|2010
2199023256576|552|2010
2199023256576|539|2011
2199023256576|542|2010
4398046512306|930|2003
4398046512306|933|2002
4398046512306|920|2002
4398046513164|1461|2002
4398046513164|1512|2002
4398046513273|896|2005
4398046513273|887|2004
4398046513273|889|2004
4398046513273|891|2003
4398046513273|893|2003
4398046513345|205|2009
4398046513345|206|2008
4398046513345|207|2008
4398046514525|550|2004
4398046514525|552|2007
6597069766821|547|2011
6597069766821|539|2010
6597069769118|148|2007
6597069769118|157|2007
6597069770334|960|2005
6597069770334|964|2006
6597069770334|957|2005
6597069770334|959|2005
8796093022611|914|2004
8796093022611|937|2005
8796093022611|922|2005
8796093022611|911|2005
8796093023897|914|2010
8796093023897|908|2006
8796093023897|924|2003
8796093024354|932|2007
8796093024354|935|2005
8796093024354|921|2008
8796093024354|924|2004
8796093025287|786|2002
8796093025287|806|2003
8796093025287|782|2002
8796093025603|1112|2000
8796093025603|1113|2001
8796093025603|1116|2001
10995116279144|758|2004
13194139535632|961|2009
13194139535632|962|2010
13194139535632|966|2009
13194139535632|968|2009
13194139535632|955|2010
15393162789514|546|2001
15393162789514|550|2002
15393162789514|551|2001
15393162789514|542|2002
15393162791199|1226|2004
19791209303061|1312|2009
19791209303061|1307|2008
19791209303061|1308|2010
19791209303331|544|2011
19791209303331|549|2010
19791209303331|552|2010
19791209303331|554|2011
19791209303331|540|2010
24189255811574|259|2010
24189255811574|254|2009
24189255814535|1137|2009
24189255814535|1139|2010
24189255814535|940|2009
26388279067708|930|2012
26388279067708|916|2011
26388279067708|918|2011
26388279069573|928|2000
26388279069573|916|2001
26388279069573|933|2001
26388279069573|920|2001
26388279069573|923|2001
28587302323296|582|2004
28587302323296|567|2003
28587302323296|299|2003
28587302323296|572|2003
28587302325633|8|2011
28587302325633|10|2011
30786325579604|1020|2009
30786325580302|1378|1999
30786325580302|1387|2007
30786325580421|1216|2009
30786325580421|1218|2008
30786325580421|1188|2009
30786325580421|1182|2010
30786325580421|1199|2008
30786325581118|938|2010
30786325581118|907|2009
35184372089375|306|2005
35184372089375|299|2005
35184372089375|300|2004
35184372089375|303|2004
94|544|2001
94|553|2000
94|543|2001
1182|545|2005
1182|551|2004
1182|553|2006
1182|538|2005
2285|917|2003
2608|909|2006
2199023255922|545|2006
2199023255922|547|2006
2199023255922|552|2006
2199023257930|1058|2005
2199023257930|1044|2006
2199023257930|1099|2006
4398046511596|912|2008
4398046511596|935|2008
4398046511596|907|2012
4398046514966|896|2008
4398046514966|897|2009
4398046514966|889|2009
4398046514966|892|2009
8796093022661|544|2007
8796093022661|548|2005
8796093022661|551|2008
8796093022887|1297|2005
8796093022887|914|2005
8796093022887|915|2005
8796093022887|925|2006
8796093025560|909|2008
10995116281060|1001|2003
10995116281060|1002|2003
13194139535089|122|2008
13194139536497|362|2004
13194139536497|367|2004
15393162789219|723|2007
15393162789219|724|2008
15393162789219|717|2008
15393162789219|718|2008
17592186044425|103|2005
17592186047812|919|2003
19791209299984|971|2008
19791209302909|887|2007
19791209302926|896|2004
19791209302926|507|2004
19791209302926|891|2003
19791209302926|127|2005
24189255811381|1228|2004
24189255811677|1233|2003
24189255811677|836|2003
24189255811677|1081|2003
24189255811677|841|2003
24189255811677|843|2003
24189255812374|208|2004
24189255812374|205|2004
24189255812374|206|2004
24189255812374|207|2005
26388279067047|706|2003
26388279067047|709|2004
26388279067047|712|2004
26388279067047|699|2004
26388279067047|702|2003
26388279069784|1360|2005
26388279069784|1320|2003
26388279070362|257|2010
28587302322631|1143|2004
28587302322631|1163|2005
28587302323591|896|2008
28587302323591|888|2008
28587302323591|892|2008
28587302323591|895|2007
28587302324814|910|2011
32985348834107|129|2012
32985348836711|554|2005
1509|809|2007
1509|811|2006
1509|813|2007
2199023258006|1191|2001
2199023258006|1117|2002
2199023258006|1118|2002
4398046513869|864|2000
4398046513869|865|2001
4398046513869|866|2002
4398046514905|191|2003
8796093022410|1174|2007
8796093022410|1175|2007
8796093022410|1177|2006
8796093022928|917|2010
8796093022928|910|2011
8796093022928|911|2011
8796093023539|832|2005
8796093023539|833|2008
8796093024723|546|2006
8796093024723|550|2005
8796093024723|554|2005
8796093024723|539|2006
10995116278291|464|2005
10995116280995|1224|2008
10995116280995|1209|2007
10995116281306|1068|2007
15393162791285|578|2006
15393162791285|563|2005
15393162791285|565|2006
15393162791285|581|2007
15393162791285|558|2007
15393162792717|548|2010
15393162792717|551|2007
15393162792717|554|2008
15393162792717|539|2009
17592186045096|959|2004
19791209301540|548|2004
19791209301540|774|2005
19791209301540|551|2003
19791209301540|542|2004
19791209302544|1569|2003
19791209302544|1570|2004
19791209302544|1572|2004
19791209302544|127|2004
19791209303459|546|2002
19791209303459|549|2002
19791209303459|550|2003
19791209303459|551|2003
19791209303459|554|2002
21990232557698|932|2011
21990232557698|908|2011
21990232557698|926|2010
21990232557698|927|2010
26388279066869|1001|2003
28587302325465|958|2009
30786325578057|1296|2001
30786325578057|1297|2001
30786325578057|1298|2001
30786325578057|1300|2001
30786325578676|306|2003
30786325578676|1004|2003
30786325578676|300|2003
30786325578676|302|2004
32985348833313|134|2003
32985348833313|8|2004
32985348833313|11|2002
32985348834992|929|2005
32985348834992|937|2006
32985348834992|217|2006
32985348834992|926|2006
32985348835013|107|2002
32985348835954|932|2008
32985348835954|918|2006
32985348835954|936|2007
32985348835954|909|2008
32985348836909|1118|2009
1161|920|2011
2002|1553|2008
2002|1555|2008
2330|928|2009
2330|918|2006
2330|920|2009
2330|922|2012
2330|938|2011
2199023256388|178|2009
2199023256388|179|2008
2199023256388|170|2009
2199023257295|931|2009
2199023257295|918|2005
2199023257295|938|2011
2199023257295|924|2012
2199023257295|910|2009
4398046511684|1324|2009
4398046514975|1205|2003
4398046514975|1189|2004
4398046514975|1196|2004
6597069768531|1558|2004
6597069768531|1559|2003
6597069768531|1560|2004
6597069769744|561|2003
6597069769744|578|2003
6597069769744|585|2004
6597069769744|574|2004
8796093022963|1329|2010
8796093022963|915|2005
8796093022963|919|2007
8796093022963|925|2006
8796093024091|1555|2002
8796093024091|1548|2011
8796093024822|540|2005
8796093025448|7|2012
8796093025448|8|2001
8796093025448|9|2001
8796093025448|11|2010
8796093025610|800|2008
8796093025610|785|2007
8796093025610|795|2008
8796093025610|781|2008
10995116279539|918|2004
10995116279539|905|2005
10995116281054|1154|2007
10995116281054|1171|2007
10995116281054|1145|2008
10995116281483|938|2007
10995116281483|910|2007
13194139534916|1378|2001
13194139534916|1364|2000
13194139534916|1383|2001
13194139534916|1354|2001
13194139534916|1386|2001
13194139535703|1155|2008
13194139535703|1173|2007
15393162790911|933|2004
15393162791210|540|2002
15393162791210|542|2001
17592186045093|896|2005
17592186045093|895|2005
17592186045382|305|2009
17592186045382|1562|2010
19791209300004|549|2006
19791209301332|808|2008
19791209301731|544|2004
19791209301731|548|2011
19791209301731|538|2007
24189255811358|893|2010
24189255811358|895|2003
24189255811643|209|2010
24189255811643|207|2010
24189255812756|551|2007
24189255812756|552|2007
24189255812756|554|2007
24189255812756|542|2006
24189255813977|912|2009
24189255813977|920|2010
24189255813977|922|2010
24189255813977|908|2011
24189255813977|911|2010
26388279066791|547|2001
26388279066791|549|2006
26388279066791|539|2001
26388279066791|1133|2003
32985348833995|545|2008
32985348833995|553|2009
32985348833995|554|2009
32985348834329|468|2008
32985348834329|485|2009
32985348834329|443|2008
32985348835811|1044|2006
32985348835811|1069|2006
32985348835811|1070|2006
32985348835811|1087|2006
32985348836078|424|2008
32985348836078|428|2008
32985348836078|414|2007
459|825|2005
459|827|2005
2738|609|2010
2738|611|2008
2738|612|2010
2738|614|2006
2738|410|2008
2199023255663|909|2006
6597069768429|536|2001
8796093022665|1040|2007
8796093022665|1106|2012
8796093022665|1084|2006
8796093022665|1036|2012
10995116279646|1431|2008
10995116279646|1400|2008
10995116279646|1405|2009
10995116279731|393|2000
10995116279731|379|2002
15393162790830|923|2011
15393162790830|924|2012
15393162791621|1001|2001
17592186046296|1014|2007
17592186046296|1017|2006
17592186046296|1019|2006
17592186046671|989|2003
17592186047643|159|2002
19791209300851|933|2002
19791209301678|508|2001
19791209301678|494|2001
19791209301678|511|2001
21990232556472|888|2009
21990232556472|889|2008
21990232556472|893|2009
21990232557143|550|2006
21990232557143|542|2004
21990232558500|674|2004
21990232558500|931|2004
21990232558500|922|2004
21990232558500|925|2004
24189255812819|539|2011
24189255812819|542|2010
26388279067585|1016|2005
26388279067585|1018|2006
26388279067669|177|2002
26388279067669|148|2002
26388279067669|181|2001
26388279067669|167|2002
28587302323441|708|2008
28587302323441|711|2007
28587302323441|715|2007
28587302323441|700|2008
28587302323592|296|2008
28587302323592|298|2008
28587302323592|781|2010
28587302323606|546|2003
28587302323606|550|2004
28587302323606|553|2003
28587302325119|1107|2001
28587302325119|1076|2001
28587302325119|1049|2001
28587302325119|1050|2000
30786325578513|824|2009
30786325578513|826|2008
30786325579109|739|2009
30786325581594|547|2008
30786325581594|550|2011
30786325581594|427|2006
32985348837062|1228|2009
32985348837062|1229|2010
2917|672|2002
2917|675|2009
2917|679|2006
2917|665|2001
2199023255936|101|2012
2199023255936|104|2001
2199023255936|105|2011
2199023257206|352|2008
2199023257206|369|2008
2199023257206|353|2009
2199023257206|358|2010
2199023257206|366|2009
2199023258739|765|2009
2199023258739|766|2010
2199023259059|546|2006
2199023259059|595|2007
2199023259059|552|2007
2199023259059|538|2007
2199023259059|541|2006
4398046513331|1493|2010
4398046513331|667|2011
8796093025242|208|2010
8796093025242|205|2010
8796093025242|206|2010
8796093025242|207|2010
10995116278396|887|2002
10995116278396|936|2003
10995116278396|907|2003
13194139534668|1016|2006
13194139534668|1018|2006
13194139534668|1019|2005
15393162788906|9|2012
15393162788906|11|2004
15393162790062|824|2011
15393162790062|825|2011
15393162791136|1056|2008
15393162791136|1087|2008
15393162791136|1103|2007
17592186047668|1557|2008
17592186047668|1561|2006
17592186047813|833|2002
17592186047813|841|2004
17592186047813|828|2003
17592186047813|829|2002
19791209300081|544|2003
19791209300081|538|2003
19791209300081|541|2002
21990232555683|368|2010
21990232555683|355|2006
21990232555683|357|2008
21990232555683|358|2007
21990232555683|367|2011
21990232557854|1507|2007
21990232557854|1526|2011
21990232557854|1480|2010
21990232557854|1451|2012
26388279069399|932|2006
26388279069399|925|2008
26388279069399|814|2011
28587302324063|580|2011
28587302324063|556|2012
28587302325948|768|2011
32985348836462|576|2003
32985348836462|561|2003
32985348836462|573|2003
32985348836951|864|2008
250|552|2002
250|553|2003
1490|1480|2007
1949|546|2007
1949|550|2006
1949|554|2009
1949|540|2007
1949|542|2005
2079|897|2009
2079|887|2008
2079|890|2008
2079|892|2009
2199023256552|1016|2007
2199023256552|1019|2006
2199023256552|1022|2007
2199023256566|560|2003
2199023256566|577|2004
2199023256566|571|2004
2199023256566|575|2005
2199023257277|931|2011
2199023257277|915|2010
2199023257277|934|2009
2199023257277|936|2012
2199023257277|926|2010
4398046512194|787|2007
4398046512194|804|2007
4398046512194|791|2008
4398046512194|543|2008
4398046512521|9|2009
4398046512521|10|2007
4398046512521|11|2009
4398046514256|1557|2005
4398046514256|1558|2008
4398046514256|1560|2010
4398046514722|905|2010
4398046514722|253|2009
4398046514722|910|2009
6597069767184|768|2010
6597069767184|785|2010
6597069767184|786|2009
6597069767184|787|2010
6597069767184|804|2009
6597069769460|932|2012
6597069769460|936|2012
6597069769460|907|2011
8796093022445|935|2002
8796093022445|905|2002
8796093022445|906|2002
8796093022445|923|2002
8796093023000|907|2007
8796093023000|924|2009
8796093023907|673|2008
8796093023907|679|2007
8796093023907|680|2008
8796093023907|664|2007
8796093023907|666|2007
10995116277907|543|2004
10995116279592|920|2007
10995116279592|911|2007
10995116280713|834|2003
10995116280713|828|2002
10995116281552|913|2011
10995116281552|933|2010
10995116281552|919|2011
13194139536358|929|2005
13194139536358|915|2005
13194139536358|937|2006
13194139536358|922|2005
13194139536358|827|2006
15393162791578|563|2002
15393162791578|571|2003
15393162791578|572|2002
15393162791578|575|2003
15393162792293|1426|2011
15393162792293|1398|2011
15393162792293|1414|2011
15393162792293|1404|2012
15393162792293|1407|2010
17592186046755|546|2006
17592186046755|547|2006
17592186046755|551|2006
17592186046755|543|2006
17592186046913|679|2010
17592186046913|664|2008
17592186046913|668|2008
17592186046913|669|2010
19791209300443|1104|2000
19791209300443|1072|2005
19791209300443|1048|2009
21990232559098|728|2011
24189255813032|836|2009
24189255813032|781|2009
24189255813032|798|2009
24189255813032|783|2010
26388279067472|450|2007
26388279067472|454|2008
26388279067472|442|2007
26388279067472|475|2007
26388279067478|912|2007
26388279067478|914|2007
26388279067478|911|2007
26388279069423|305|2003
28587302322753|864|2007
28587302322753|865|2007
28587302322753|866|2008
28587302323054|993|2004
28587302323054|986|2003
28587302325949|926|2000
32985348835673|1107|2005
32985348835673|1028|2005
32985348835673|1098|2006
32985348835673|1103|2005
32985348835673|1071|2005
1690|818|2007
2343|896|2010
2199023255855|196|2008
4398046512206|255|2002
4398046512532|1558|2012
4398046512532|1559|2012
4398046512532|1560|2012
4398046513827|1497|2009
4398046513827|1482|2009
4398046513827|1531|2009
8796093022582|176|2004
8796093025105|1235|2005
8796093025105|1236|2006
10995116279328|1393|2007
10995116279328|1399|2007
10995116279328|1418|2006
10995116280878|296|2011
10995116280878|824|2008
10995116280878|297|2006
10995116280878|298|2007
13194139534652|147|2004
13194139534652|148|2004
13194139534652|166|2003
13194139534652|155|2004
13194139535959|112|2011
13194139535959|115|2011
13194139535959|117|2011
13194139535959|118|2010
13194139535959|110|2010
15393162790347|400|2011
15393162790347|399|2010
15393162791400|887|2004
15393162791400|1117|2003
15393162791400|861|2004
15393162791400|1182|2005
17592186045896|470|2010
17592186048078|674|2003
17592186048078|667|2004
17592186048252|934|2011
17592186048252|909|2011
19791209300483|897|1999
19791209300483|887|1999
19791209300483|894|2001
19791209300483|895|2001
19791209303645|1000|2011
19791209303645|542|2010
21990232555834|966|2002
24189255811275|920|2005
24189255811275|924|2005
24189255811275|925|2005
28587302322286|1475|2008
28587302322286|1476|2007
28587302322286|1512|2009
28587302322286|1480|2008
28587302322286|1498|2008
28587302324474|981|2009
30786325578088|544|2004
30786325578088|547|2003
30786325578088|539|2004
30786325578088|541|2003
30786325580979|912|2003
30786325580979|918|2003
30786325580979|906|2002
1050|104|2006
1050|105|2007
1959|281|2011
2874|547|2008
2874|549|2009
2874|538|2008
2199023257063|322|2002
2199023257063|313|2003
2199023257063|317|2003
2199023259308|1558|2002
2199023259308|1560|2004
6597069770057|715|2002
8796093022749|562|2008
8796093022749|566|2011
8796093022749|570|2009
8796093022749|555|2009
8796093022749|572|2010
8796093022789|272|2011
8796093022789|909|2012
10995116281397|546|2004
10995116281397|1123|2004
10995116281397|549|2003
10995116281397|540|2004
13194139533984|832|2009
13194139533984|835|2000
13194139533984|838|2006
13194139533984|842|2001
13194139533984|829|2002
13194139534154|546|2011
13194139534154|550|2008
13194139534154|539|2004
15393162789529|551|2011
15393162789529|552|2011
15393162789529|554|2012
15393162790801|298|2008
19791209300405|1017|2002
19791209300405|1019|2002
19791209300405|1021|2001
19791209303788|803|2008
19791209303788|788|2009
19791209303788|791|2008
21990232557903|167|2008
21990232557903|151|2008
21990232557903|171|2007
21990232557903|156|2008
21990232558836|865|2013
24189255812765|533|2007
24189255812765|536|2006
24189255812765|537|2007
24189255814688|929|2003
24189255814688|913|2004
24189255814688|915|2003
24189255814688|926|2005
24189255814688|910|2003
26388279068668|549|2008
26388279068668|543|2010
28587302323035|546|2007
28587302323035|552|2007
28587302323035|543|2008
28587302325632|548|2008
28587302325632|541|2008
28587302325632|543|2008
30786325578292|570|2004
30786325578525|924|2010
30786325580699|768|2005
30786325580699|1110|2005
30786325580699|1112|2004
30786325580699|190|2004
30786325580699|1294|2004
32985348834092|1013|2008
32985348834092|1017|2007
32985348834092|1020|2006
32985348834092|1021|2007
32985348834092|1022|2008
32985348835926|169|2008
32985348835926|140|2012
32985348835926|172|2010
2588|298|2006
2199023257455|757|2009
2199023257455|1175|2005
2199023257455|1176|2012
6597069767013|1557|2011
6597069767013|1558|2011
6597069767013|1559|2010
6597069767013|1561|2011
6597069767300|960|2009
6597069767300|963|2010
6597069767300|964|2008
6597069767300|968|2009
6597069767300|959|2009
6597069769855|784|2001
6597069769855|787|2001
6597069769855|796|2002
6597069769855|783|2001
8796093025118|929|2012
8796093025118|920|2007
8796093025118|923|2012
8796093025118|925|2007
8796093025231|618|2012
10995116279006|915|2008
13194139536605|299|2003
13194139537135|788|2006
13194139537135|793|2006
13194139537135|798|2007
15393162792113|1559|2008
15393162792113|1561|2010
15393162792192|659|2010
15393162792192|996|2011
15393162792192|629|2009
15393162792192|619|2011
15393162792192|653|2009
19791209301374|962|2009
19791209301374|951|2005
19791209301374|958|2010
19791209302645|1552|2008
19791209302645|1553|2009
19791209302645|1556|2008
19791209302941|913|2006
19791209302941|930|2006
19791209302941|921|2005
19791209302941|906|2005
19791209302941|926|2006
19791209303099|674|2003
19791209303099|666|2003
19791209303099|667|2003
21990232556141|1557|2002
21990232556141|1558|2002
21990232557870|273|2001
21990232557870|262|2000
21990232557870|278|2000
21990232557870|270|2000
26388279066868|1552|2000
26388279066868|1547|2000
26388279066868|1548|2001
26388279067952|913|2003
26388279067952|920|2008
26388279069685|953|2009
26388279069685|954|2006
26388279069685|958|2012
28587302322499|758|2006
28587302325108|914|2010
28587302325108|935|2011
28587302325108|905|2011
28587302325108|906|2011
30786325581544|895|2007
32985348834867|1569|2009
32985348834867|1573|2010
1481|679|2010
1481|665|2010
1481|666|2008
1481|667|2010
3571|822|2001
3571|823|2001
4398046513095|208|2005
4398046513095|207|2009
4398046513378|436|2008
4398046513378|423|2009
4398046513378|440|2008
4398046513378|427|2008
4398046513378|415|2009
4398046513729|549|2007
4398046513729|541|2006
6597069768129|1377|2002
6597069768129|805|2002
6597069768129|807|2002
6597069769791|1338|2010
6597069769791|847|2010
8796093023493|544|2000
8796093023493|549|1999
8796093023493|539|2000
8796093023493|542|2000
8796093024758|135|2008
8796093024758|183|2007
8796093024758|136|2010
8796093025669|292|2006
8796093025669|1013|2006
8796093025669|1016|2006
10995116280412|771|2006
10995116280412|773|2007
10995116280412|774|2007
13194139534191|930|2007
13194139534191|915|2007
13194139534191|932|2006
13194139534191|728|2006
13194139534191|909|2007
13194139535979|87|2008
13194139535979|153|2012
15393162789696|1509|2005
15393162789696|1493|2004
15393162789696|1525|2004
15393162789696|1483|2006
15393162789696|1454|2005
15393162789933|1017|2003
15393162789933|1019|2004
17592186045512|667|2009
17592186045528|678|2006
17592186047922|400|2007
17592186047922|399|2008
19791209302621|208|2008
19791209302621|209|2007
19791209302621|205|2007
19791209302621|207|2008
21990232557314|930|2006
21990232557314|933|2007
21990232557314|1559|2005
21990232557314|923|2006
21990232557314|924|2006
21990232558484|533|2004
21990232558484|537|2003
21990232558657|468|2003
21990232558657|462|2004
24189255813167|545|2003
24189255813167|552|2004
24189255813167|538|2005
24189255813167|542|2003
24189255813167|543|2003
24189255813924|935|2004
26388279068636|659|2007
26388279068636|621|2008
26388279069992|1486|2008
26388279069992|431|2009
28587302324234|1528|2001
28587302324234|1450|2001
28587302324234|1484|2001
28587302324234|1533|2000
28587302324234|1518|2002
28587302324913|552|2005
28587302324913|554|2003
28587302324913|543|2005
28587302325867|1001|2000
28587302326035|267|2006
28587302326035|271|2006
30786325577992|1255|2007
30786325577992|1261|2007
30786325578060|924|2007
30786325581345|949|2005
30786325581345|967|2006
30786325581345|952|2004
30786325581345|955|2004
32985348835319|584|2010
32985348837099|1013|2006
32985348837099|1018|2005
2199023255953|484|2003
6597069767464|554|2006
6597069767464|539|2008
6597069767464|540|2009
6597069770194|917|2007
6597069770194|935|2007
8796093022541|498|2008
8796093022541|515|2008
8796093022541|508|2008
8796093022541|509|2008
8796093022541|494|2009
10995116278652|545|2007
10995116278652|550|2008
10995116278652|552|2007
10995116278652|554|2008
10995116278652|542|2008
10995116279833|580|2006
10995116279833|585|2008
10995116279833|572|2008
10995116279833|559|2008
10995116280426|677|2001
10995116281142|545|2002
10995116281142|552|2011
10995116281142|554|2001
10995116281142|539|2003
13194139534354|307|2007
13194139534354|300|2008
13194139535602|802|2002
13194139535602|793|2003
13194139535602|796|2003
13194139535602|718|2002
15393162789850|1561|2007
15393162792240|930|2001
15393162792240|916|2001
15393162792240|920|2002
15393162792240|937|2001
15393162792240|927|2002
15393162792614|1216|2005
15393162792614|1218|2004
15393162792614|755|2005
15393162792614|1192|2004
15393162792614|1181|2004
17592186044686|355|2000
17592186044686|364|2001
17592186047638|963|2004
17592186047638|957|2004
19791209302965|929|2005
19791209302965|913|2009
19791209302965|932|2002
19791209302965|916|2006
19791209302965|910|2001
19791209303342|918|2008
19791209303342|911|2009
21990232559360|536|2008
21990232559360|537|2008
24189255811707|916|2006
24189255811707|934|2004
24189255811707|936|2004
24189255811707|921|2005
24189255812361|949|2006
24189255812361|955|2007
24189255812361|956|2006
24189255814606|839|2010
24189255814606|841|2011
24189255814606|842|2011
24189255814606|828|2010
24189255814716|384|2006
24189255814716|385|2006
24189255814716|387|2006
24189255814716|388|2005
24189255814716|390|2005
26388279067183|547|2006
26388279067183|550|2007
26388279067183|540|2007
26388279068296|187|2009
26388279068296|189|2008
26388279069833|1040|2003
26388279069833|1025|2003
26388279069833|1093|2004
26388279069833|1029|2004
26388279069833|1055|2003
28587302324430|1313|2006
28587302324430|1317|2005
28587302324430|1319|2005
28587302324430|1305|2005
28587302324430|1306|2006
28587302325706|400|2009
28587302325706|399|2009
30786325577774|802|2010
30786325577774|781|2010
30786325578794|664|2011
30786325581380|543|2007
32985348834625|758|2008
32985348835448|1557|2010
32985348835448|664|2008
1160|1561|2004
1549|547|2003
1549|548|2003
1925|1118|2004
2163|1559|2007
2163|1560|2008
2163|1561|2007
2199023256472|27|2006
2199023257621|545|2007
2199023257621|551|2007
2199023257621|553|2006
2199023257621|540|2006
2199023258040|352|2004
2199023258040|360|2004
2199023258040|363|2005
4398046513291|481|2009
4398046513291|442|2008
4398046513291|475|2007
4398046513291|478|2009
4398046514140|180|2003
4398046514140|148|2005
6597069768984|928|2009
6597069768984|914|2009
6597069768984|920|2007
6597069768984|924|2008
10995116278980|155|1999
10995116278980|171|1999
13194139534141|1299|2003
13194139534141|1302|2008
13194139536353|930|2007
13194139536353|935|2006
13194139536353|922|2006
15393162788893|934|2006
15393162788893|911|2005
15393162790510|547|2002
15393162792505|1441|2011
17592186046854|802|2007
17592186046854|1190|2010
17592186046854|791|2011
17592186046854|782|2011
17592186047156|896|2008
17592186047156|889|2012
17592186047156|890|2010
17592186047156|891|2009
17592186047338|835|2009
17592186047338|840|2011
21990232556962|914|2008
21990232556962|915|1998
21990232557681|1172|2007
21990232557681|1159|2007
21990232557681|1145|2006
21990232558726|914|2008
21990232558726|937|2009
24189255812639|107|2006
24189255812639|108|2012
24189255813276|784|2006
24189255813276|803|2006
24189255813276|787|2006
24189255813276|783|2006
26388279066664|166|2007
26388279066664|156|2007
26388279070041|1118|2002
1564|184|2005
1564|154|2006
1564|139|2006
1564|159|2007
1564|143|2007
2370|915|2002
2199023258573|822|2004
2199023258573|892|2005
2199023258573|1326|2004
2199023258716|910|2012
2199023258752|835|1999
2199023258752|836|2000
2199023258752|838|2000
2199023258752|842|1999
2199023258752|828|2000
6597069767433|1573|2001
6597069768792|896|2011
6597069768792|729|2011
6597069768792|895|2010
8796093025550|781|2009
10995116280161|544|2002
10995116280161|551|2003
10995116280161|540|2003
15393162791553|2|2004
17592186045334|1296|2007
17592186045334|1297|2007
17592186045334|1299|2005
17592186045334|1300|2007
17592186046811|1227|2010
17592186046811|1228|2010
19791209300020|676|2003
19791209300020|680|2002
19791209301290|681|2009
19791209301290|670|2010
19791209301563|540|2009
21990232555658|962|2002
21990232555658|953|2001
21990232555658|730|2002
21990232555658|959|2002
21990232556469|1557|2007
21990232556469|1559|2007
21990232556469|1560|2008
21990232556469|399|2008
21990232557266|1568|2009
21990232557266|1567|2007
21990232557454|584|2003
21990232557454|573|2003
21990232558510|1429|2005
21990232558510|1415|2005
21990232558510|1419|2005
21990232558510|1438|2005
21990232558783|929|2010
24189255813885|112|2004
24189255813885|117|2003
24189255813885|118|2004
24189255814669|1428|2009
24189255814669|1433|2009
24189255814669|1437|2009
24189255814669|1405|2008
26388279068150|1380|2007
26388279068150|1369|2009
26388279068150|1355|2009
26388279069265|1572|2003
26388279069265|1574|2002
26388279069922|552|2010
26388279069922|538|2010
26388279069922|1133|2011
32985348834326|1382|2010
32985348834326|1383|2009
32985348834326|1354|2009
32985348834326|1357|2008
267|560|2005
2135|1153|2002
2135|1140|2002
2135|1145|2001
2135|1146|2002
2135|1149|2002
3060|549|2007
3336|129|2011
3336|1321|2010
3336|1323|2010
3336|1324|2010
2199023256097|455|2009
2199023257232|1558|2006
2199023257232|1561|2007
4398046511700|368|1999
4398046511700|352|2010
4398046511700|359|2001
4398046511700|348|2006
4398046511700|367|2005
4398046512162|0|2005
4398046512162|3|2005
4398046513285|994|2004
4398046513285|982|2004
4398046513285|984|2003
4398046513285|985|2004
4398046514978|5|2007
6597069767226|546|2005
6597069767226|553|2004
6597069767226|541|2005
6597069768549|533|2008
6597069768549|536|2007
6597069768549|537|2007
6597069770462|945|2003
8796093024821|545|2008
8796093024821|539|2008
8796093025858|896|2003
8796093025858|887|2007
8796093025858|1000|2003
8796093025858|889|2003
8796093025858|891|2007
10995116277995|561|2006
10995116277995|577|2008
10995116277995|587|2007
10995116277995|556|2007
10995116281434|889|2010
10995116281434|891|2010
10995116281434|894|2010
13194139533366|259|2007
13194139533366|553|2011
13194139533653|550|2004
13194139533653|539|2005
13194139533653|540|2004
13194139536036|912|2008
13194139536036|919|2007
13194139536036|920|2008
13194139536036|923|2008
13194139536036|926|2008
15393162789699|554|2007
15393162789699|539|2006
15393162789699|541|2006
15393162790582|553|2006
15393162790582|538|2006
15393162791145|805|2004
15393162791145|807|2003
15393162791145|799|2004
